"samples","level_1","level_2","category","Betaproteobacteria","Alphaproteobacteria","Gammaproteobacteria","Deltaproteobacteria","Other.Proteobacteria","Actinobacteria","Firmicutes","Chloroflexi","Cyanobacteria","Candidatus.Melainabacteria","Candidatus.Margulisbacteria","Armatimonadetes","Deinococcus.Thermus","Tenericutes","Candidatus.Nealsonbacteria","Candidatus.Portnoybacteria","Candidatus.Wolfebacteria","Candidatus.Falkowbacteria","Candidatus.Magasanikbacteria","Candidatus.Staskawiczbacteria","Candidatus.Nomurabacteria","Candidatus.Uhrbacteria","Candidatus.Moranbacteria","Candidatus.Yanofskybacteria","Candidatus.Jorgensenbacteria","Candidatus.Kuenenbacteria","Candidatus.Kaiserbacteria","Candidatus.Harrisonbacteria","Candidatus.Zambryskibacteria","Candidatus.Giovannonibacteria","Candidatus.Buchananbacteria","Candidatus.Taylorbacteria","Candidatus.Wildermuthbacteria","Candidatus.Tagabacteria","Candidatus.Ryanbacteria","Candidatus.Komeilibacteria","Candidatus.Azambacteria","Candidatus.Sungbacteria","Candidatus.Terrybacteria","Candidatus.Liptonbacteria","Candidatus.Campbellbacteria","Candidatus.Niyogibacteria","Candidatus.Kerfeldbacteria","Candidatus.Colwellbacteria","Candidatus.Spechtbacteria","Candidatus.Lloydbacteria","Candidatus.Brennerbacteria","Candidatus.Parcubacteria","Candidatus.Vogelbacteria","Candidatus.Yonathbacteria","Candidatus.Adlerbacteria","Candidatus.Andersenbacteria","Candidatus.Jacksonbacteria","Candidatus.Veblenbacteria","Candidatus.Roizmanbacteria","Candidatus.Shapirobacteria","Candidatus.Levybacteria","Candidatus.Woesebacteria","Candidatus.Gottesmanbacteria","Candidatus.Daviesbacteria","Candidatus.Pacebacteria","Candidatus.Curtissbacteria","Candidatus.Beckwithbacteria","Candidatus.Amesbacteria","Candidatus.Collierbacteria","Candidatus.Woykebacteria","Candidatus.Blackburnbacteria","Candidatus.Chisholmbacteria","Candidatus.Gracilibacteria","Candidatus.Atribacteria","Candidatus.Aminicenantes","Candidatus.Berkelbacteria","Candidatus.Rokubacteria","candidate.division.WWE3","Candidatus.Peregrinibacteria","candidate.division.WOR.3","Candidatus.Desantisbacteria","Candidatus.Doudnabacteria","Candidatus.Schekmanbacteria","Candidatus.Saccharibacteria","candidate.division.CPR1","Candidatus.Bipolaricaulota","Candidatus.Poribacteria","candidate.division.CPR2","Candidatus.Eisenbacteria","candidate.division.NC10","Candidatus.Edwardsbacteria","Candidatus.Handelsmanbacteria","Candidatus.Firestonebacteria","candidate.division.CPR3","Candidatus.Raymondbacteria","Candidatus.Lindowbacteria","Candidatus.Coatesbacteria","Candidatus.Fraserbacteria","Candidatus.Riflebacteria","Candidatus.Fischerbacteria","Candidatus.Glassbacteria","Candidatus.Dadabacteria","Candidatus.Abawacabacteria","Candidatus.Wirthbacteria","Candidatus.Wallbacteria","Candidatus.Delongbacteria","Bacteroidetes","Ignavibacteriae","Chlorobi","Balneolaeota","Candidatus.Marinimicrobia","Gemmatimonadetes","Candidatus.Cloacimonetes","candidate.division.Zixibacteria","Candidatus.Hydrogenedentes","Fibrobacteres","Candidatus.Latescibacteria","Candidatus.Fermentibacteria","Planctomycetes","Verrucomicrobia","Candidatus.Omnitrophica","Lentisphaerae","Chlamydiae","Kiritimatiellaeota","Nitrospirae","Acidobacteria","Elusimicrobia","Spirochaetes","Nitrospinae","Candidatus.Tectomicrobia","Fusobacteria","Thermotogae","Synergistetes","Caldiserica","Thermodesulfobacteria","Deferribacteres","Dictyoglomi","Aquificae","Calditrichaeota","Chrysiogenetes","Coprothermobacterota","Euryarchaeota","Candidatus.Woesearchaeota","Candidatus.Micrarchaeota","Candidatus.Diapherotrites","Candidatus.Aenigmarchaeota","Nanoarchaeota","Candidatus.Parvarchaeota","Crenarchaeota","Thaumarchaeota","Candidatus.Bathyarchaeota","Candidatus.Verstraetearchaeota","Candidatus.Korarchaeota","Candidatus.Heimdallarchaeota","Candidatus.Thorarchaeota","Candidatus.Odinarchaeota","Candidatus.Lokiarchaeota","Rhodothermaeota"
"SRR5248199","free-living","groundwater","Porous Contaminated",0.04897478,0.046021941,0.051761402,0.275826083,0,0.024259832,0.075001967,0.033829321,0.005361661,0.000509869,8.24e-05,0.001247287,0.000930412,0.000854997,0.000407504,0.000407504,0.00036947,0.003206565,0.001438759,0.000615928,0.000880425,0.000899333,0.003051387,0.000397072,0.000170608,0.000304487,0.00046162,0.000177998,0.000195167,0.000235591,0.000446189,0.000208207,0.000124316,6.52e-05,9.19e-05,0.001568943,0.000170608,0.000150613,7.22e-05,0.000203208,9.54e-05,4.48e-05,0.000203643,0.000109537,7e-05,7.69e-05,1.06e-05,7.61e-05,0.000104973,9.06e-05,5.26e-05,2.91e-05,1.67e-05,6.52e-07,0.0013653,0.000584415,0.000753936,0.002604763,0.000809791,0.000360994,0.000313397,0.000259064,0.000216031,0.000146267,0.003164184,8.82e-05,5.74e-05,6.3e-05,0.000121273,0.000273625,0.00156025,0.000439669,0.000502044,0.000748937,0.001844959,0.000250588,0.000139529,0.000300575,0.000275364,0.000494438,2.39e-05,0.00017539,0.000179736,5.76e-05,3.87e-05,0.00020147,0.000159741,0.000118013,0.000244068,3.74e-05,0.000230375,9.35e-05,3.89e-05,2.3e-05,0.000103669,6.56e-05,0.000161045,8.65e-05,2.48e-05,2.17e-05,0.000158437,3.98e-05,0.036316289,0.002883387,0.000862604,0.00018843,0.001778455,0.000943235,0.000491395,0.000294707,0.00028384,0.000301444,0.000147353,7.48e-05,0.011719804,0.008174414,0.032389693,0.007479376,0.000331436,0.000307529,0.004220651,0.003574079,0.017523525,0.013109229,0.00066961,6.8e-05,0.000535079,0.000528125,0.006465724,0.001120146,0.000100192,0.000383597,4.35e-05,0.000218857,0.000175607,4.48e-05,8.48e-06,0.25965914,0.000335783,0.001950584,8.41e-05,2.26e-05,1.83e-05,5.22e-06,0.000357734,0.000232983,0.000230158,1.54e-05,3.04e-06,7.37e-05,8.04e-06,9.56e-06,1.09e-05,0
"SRR5248218","free-living","groundwater","Porous Contaminated",0.01677078,0.022159957,0.050383256,0.165853536,0,0.011562695,0.296307295,0.007601507,0.005017467,0.001092437,0.000126127,0.000286989,0.000371264,0.002430296,0.000139509,7.26e-05,0.000141502,0.000234602,0.000388916,8.46e-05,0.000331689,0.000271045,0.000773276,0.00019275,2.42e-05,4.07e-05,9.51e-05,6.29e-05,0.000109329,7.43e-05,0.000106767,4.81e-05,1.65e-05,5.01e-05,2.76e-05,4.81e-05,3.33e-05,4.78e-05,3.73e-05,3.79e-05,4.1e-05,1.62e-05,3.9e-05,3.64e-05,2.31e-05,1.22e-05,2.85e-07,2.62e-05,8.26e-06,1.77e-05,6.55e-06,1.45e-05,1.59e-05,0,0.000394325,0.000230901,0.000256525,0.000768151,0.000430768,0.000169119,7e-05,0.000144633,5.38e-05,4.5e-05,0.005649526,3.84e-05,2.02e-05,8.54e-06,8.46e-05,0.000249692,0.000363576,0.000123849,0.000168264,0.000545222,0.000550916,0.000192465,3.67e-05,3.5e-05,0.000114169,0.000240296,5.69e-06,3.1e-05,0.000110468,6.46e-05,3.9e-05,3.7e-05,8.83e-06,3.3e-05,6.86e-05,8.46e-05,4.58e-05,7.97e-06,2.19e-05,1.71e-06,0.000151182,4.36e-05,3.39e-05,4.16e-05,9.96e-06,1.08e-05,1.42e-05,2.08e-05,0.146108139,0.001688053,0.000336529,0.000147196,0.00137601,0.000371833,0.000407991,0.000141217,9.31e-05,0.000140078,2.76e-05,6.06e-05,0.002794157,0.002798997,0.000988518,0.004093294,0.000196736,5.18e-05,0.001653603,0.001294582,0.002081809,0.003707226,0.000390054,1.48e-05,0.001875109,0.000790074,0.000437601,0.000118725,0.000180507,0.000457816,0.000115308,0.000237734,4.61e-05,0.000102781,9.11e-06,0.230262248,0.000333397,3.45e-05,4.44e-05,1.96e-05,8.26e-06,1.17e-05,0.000362722,0.000361583,8.83e-05,1.14e-06,0,0.000166556,2.28e-06,1.11e-05,7.97e-06,0
"SRR5248219","free-living","groundwater","Porous Contaminated",0.04351711,0.043095904,0.076316643,0.149023729,0,0.022590695,0.101737375,0.038135862,0.006096993,0.003268264,0.000175618,0.001154239,0.001017755,0.027543233,0.000800801,0.000311368,0.000295959,0.004010607,0.001811952,0.005085597,0.001332303,0.002157808,0.003084819,0.000525388,0.000244105,0.000245083,0.000589471,0.000194697,0.000232609,0.000247774,0.000495303,0.000328245,0.000143087,0.00015336,0.000101017,0.000819879,0.000175129,0.000119117,0.000207416,0.000190049,0.000144066,5.53e-05,0.000186136,7.29e-05,7.07e-05,0.000179532,6.36e-06,8.85e-05,9.05e-05,0.000507532,8.54e-05,4.28e-05,8.81e-06,2.2e-06,0.001403969,0.000566724,0.000428773,0.001206337,0.000678014,0.000328979,0.00020179,0.000179532,0.000173906,9.64e-05,0.002932192,6.68e-05,2.67e-05,3.86e-05,0.000256824,0.000239947,0.001380977,0.0004909,0.000454456,0.000560854,0.001775507,0.000978865,0.000281528,0.000315771,0.000176352,0.00048503,1.96e-05,0.000104931,0.000141375,4.84e-05,3.82e-05,0.000136483,0.000966146,0.000105175,0.000350258,2.62e-05,0.000139174,0.000203502,9.61e-05,1.52e-05,9.07e-05,8.66e-05,0.000202524,5.94e-05,1.57e-05,1.57e-05,0.001528957,0.009103541,0.083018358,0.00546912,0.000842381,0.000177331,0.001168914,0.000911112,0.000738918,0.000603169,0.000329468,0.000464973,5.31e-05,6.48e-05,0.010100995,0.007034521,0.130689958,0.009671244,0.000381811,9.03e-05,0.003350203,0.003745711,0.010873912,0.008306899,0.000697582,9.81e-05,0.000844583,0.000538351,0.002345167,0.000150181,0.000235544,0.000615154,5.23e-05,0.000457635,7.34e-05,6.33e-05,5.87e-06,0.17952925,0.000719351,0.001155462,0.000161677,3.64e-05,4.28e-05,1.05e-05,0.000368358,0.000393552,0.000224293,8.78e-05,2.69e-06,9.1e-05,9.05e-06,1.15e-05,2.1e-05,2.45e-07
"SRR5435972","free-living","groundwater","Geyser",0.080035505,0.020613607,0.029755819,0.040091443,0.16740748,0.010842822,0.006404358,0.017880172,0.001087896,4.41e-05,8.85e-06,0.005335791,4.06e-05,0.000331194,0.126378467,0.017033094,0.029370046,0.029524592,0.001892628,0.00176071,0.002407985,0.001271365,0.021420339,0.00097869,0.008020893,0.013234805,0.001814869,0.00049051,0.000342175,0.000680385,0.000873228,0.000432607,0.000507814,0.003184985,0.000221184,0.000611113,0.001074695,0.000324317,0.000154296,0.000223652,0.000253602,0.000249415,0.003212023,0.001187589,0.000124818,0.000108374,0.001334703,0.000156737,0.000121601,0.000960471,4.36e-05,4.13e-05,4.91e-05,1.98e-05,0.038050665,0.015809122,0.000744278,0.004308016,0.00546707,0.000356291,0.000912912,0.000233469,0.006353471,0.000136826,0.002519131,0.000168301,7.77e-05,4.66e-05,9.33e-05,0.006061017,0.000197696,0.015792899,1.84e-05,0.007201991,0.001420032,0.000224429,0.002617549,0.0002947,0.000126066,0.000275177,3.89e-05,8.21e-06,2.67e-05,4.86e-05,2.75e-06,5.82e-06,2.58e-06,7.18e-06,3.8e-05,4.32e-05,6.63e-06,3e-05,5.05e-06,9.71e-07,4.6e-06,3.03e-05,6.79e-06,9.6e-06,1.1e-05,0.000113171,1.97e-06,1.35e-05,0.021334372,0.007154043,0.000173071,2.6e-05,0.005988389,6.22e-05,0.000116998,0.000810112,0.000560587,2.93e-05,8.76e-06,2.58e-06,0.000806174,0.000590453,0.033337579,0.000101136,6.28e-05,1.08e-05,0.059533483,0.000222072,0.039359468,0.000552628,0.000275288,5.16e-06,0.000202466,0.00016098,5.37e-05,0.005002545,4.5e-05,5.77e-05,2.15e-05,6.3e-05,3.5e-05,1.45e-05,1.77e-06,0.020400357,0.013909728,0.005367654,0.004052113,0.013998967,2.99e-05,7.57e-06,8.5e-05,0.000223569,0.003173255,2.61e-06,1.03e-06,2.07e-05,3.97e-06,4.1e-06,2.97e-06,0
"SRR5435975","free-living","groundwater","Geyser",0.17148448,0.0435012,0.029323723,0.205295641,0,0.016989477,0.004961341,0.060977155,0.000750218,3.31e-05,7.36e-06,0.058387106,8.21e-05,0.000188059,0.031272684,0.005023228,0.011117203,0.010515049,0.000701718,0.000494275,0.001155207,0.000585414,0.01559771,0.000315431,0.00206982,0.003158861,0.004961314,0.000141903,0.000128844,0.000234487,0.000253353,0.00016175,0.000141985,0.000958342,7.96e-05,0.000219002,0.000274482,0.000100518,5.19e-05,7.14e-05,0.00010608,9.01e-05,0.001259733,0.000336532,3.84e-05,3.81e-05,0.000431707,5.2e-05,5.9e-05,0.000745365,1.78e-05,1.24e-05,1.35e-05,6.13e-06,0.016135142,0.006439804,0.000251963,0.001408424,0.001944875,0.000119656,0.000423282,8.57e-05,0.002371401,4.22e-05,0.001769684,5.3e-05,2.79e-05,1.51e-05,0.000256707,0.014403517,0.000193975,0.009838768,5.75e-05,0.002641385,0.000502372,0.000180862,0.008135333,8.92e-05,0.000102617,0.000204035,1.57e-05,1.25e-05,2.59e-05,1.7e-05,5.75e-06,1.2e-05,4.25e-06,2.05e-05,3.17e-05,1.92e-05,6.27e-06,1.32e-05,8.89e-06,2.59e-06,0.000106598,1.73e-05,1.13e-05,8.59e-06,5.86e-06,0.000114695,3.24e-06,5.34e-06,0.024674892,0.009333397,9.02e-05,1.85e-05,0.001935142,9.31e-05,8.54e-05,0.000500327,0.004080671,3.82e-05,1.19e-05,4.61e-06,0.001122437,0.001008233,0.017677045,0.000358533,4.5e-05,2.71e-05,0.069290487,0.000536287,0.022582253,0.000454444,0.000286369,6.41e-06,0.000115567,8.94e-05,7.15e-05,0.007670338,2.78e-05,4.13e-05,1.49e-05,3.68e-05,1.89e-05,0.000125055,2.86e-06,0.276578579,0.005085524,0.002438223,0.000796429,0.003263195,1.3e-05,3e-06,6.28e-05,0.000170447,0.003599346,1.39e-06,1.06e-06,1.21e-05,1.42e-06,4.69e-06,1.64e-06,1.36e-07
"SRR5468912","free-living","groundwater","Geyser",0.227539676,0.154508798,0.1742377,0.070015178,0,0.1463781,0.018611977,0.019496945,0.004003337,3.62e-05,1.55e-05,0.002030693,0.002614949,0.000313107,9.35e-05,5.51e-05,7.92e-05,0.000165138,0.000329967,0.00037154,0.000510272,0.000339052,0.000212485,0.00035699,5.42e-05,2.28e-05,0.000798281,5.25e-05,0.000343132,9.14e-05,9.18e-05,0.000176147,3.63e-05,1.62e-05,5.01e-05,5.22e-05,5e-05,8.71e-05,3.5e-05,7.59e-05,4.79e-05,1.83e-05,4.23e-05,2.74e-05,2.01e-05,8.55e-05,2.77e-06,0.000115173,4.35e-05,5.33e-05,0.000126028,3.89e-05,3.39e-06,1.08e-06,0.000254828,6.32e-05,0.000222185,0.000255444,0.00020163,0.000129262,8.1e-05,6.82e-05,5.14e-05,3.96e-05,4.87e-05,3.36e-05,1.58e-05,2.22e-05,6.85e-06,3.86e-05,0.001527812,6.98e-05,0.005892143,0.000122102,0.000455303,0.000153744,2.54e-05,0.00013211,5.03e-05,0.000536755,8.24e-06,0.000176763,0.000306717,9.85e-06,0.00116859,0.000486944,1.7e-05,0.000393097,3.21e-05,6.16e-06,4.09e-05,0.000169834,5.96e-05,2.26e-05,4.53e-05,2.14e-05,0.000122872,5.9e-05,1.19e-05,1.6e-05,3.03e-05,4.93e-06,0.04194358,0.001537666,0.000482248,0.000131109,0.000488869,0.008978177,0.000158825,0.000143735,0.000390479,0.000261988,8.93e-05,8.65e-05,0.030163606,0.026245648,0.001226099,0.001315327,0.000196933,0.000133034,0.003204748,0.038727284,0.00275291,0.00233741,0.000319112,0.000276769,0.000163598,0.0001482,0.000395638,2.79e-05,2.58e-05,7.89e-05,1.09e-05,6.24e-05,8.13e-05,3.68e-05,2.62e-06,0.005726081,0.000159133,5.47e-05,1.32e-05,4.39e-06,5.39e-06,2.46e-06,0.000149894,0.000109245,5.3e-05,1.57e-05,2.08e-06,2.01e-05,1.85e-06,1.23e-06,6.01e-06,3.85e-07
"SRR5468955","free-living","groundwater","Geyser",0.309445111,0.171519221,0.085456233,0.064899501,0,0.156439689,0.016489289,0.017650982,0.00383141,3.22e-05,1.04e-05,0.002005066,0.002495084,0.000215445,4.68e-05,3.42e-05,4.64e-05,0.000117281,0.000195527,3.65e-05,0.000180323,0.0002519,0.000156582,0.00011239,3.53e-05,1.48e-05,0.000262215,2.75e-05,5.34e-05,4.45e-05,6.48e-05,6.57e-05,2.13e-05,8.09e-06,2.4e-05,3.71e-05,2.84e-05,5.99e-05,1.72e-05,5.75e-05,1.2e-05,9.07e-06,3.01e-05,1.58e-05,9.43e-06,4.47e-05,7.11e-07,2.12e-05,1.79e-05,2.04e-05,3.52e-05,1.71e-05,1.96e-06,1.78e-07,0.000146445,4.41e-05,9.42e-05,0.000123505,0.000118615,6.87e-05,4.69e-05,4.59e-05,3.27e-05,2.37e-05,3.54e-05,1.92e-05,1.1e-05,1.75e-05,8e-06,3.1e-05,0.001486416,4.69e-05,0.006144838,8.2e-05,0.000256435,0.000146979,2.49e-05,7.31e-05,5.06e-05,0.000353443,3.91e-06,0.000176232,0.000294847,7.56e-06,0.001420085,0.000503712,1.64e-05,0.000389187,2.88e-05,3.38e-06,3.57e-05,0.000147068,6.69e-05,1.86e-05,4.18e-05,2.3e-05,0.000114169,5.63e-05,8e-06,1.28e-05,2.97e-05,3.38e-06,0.040833457,0.001224202,0.000470457,0.000126884,0.000406437,0.007751558,0.000140666,0.000122705,0.000363224,0.000230471,9.46e-05,7.76e-05,0.03217335,0.02162288,0.001154224,0.001241896,9.47e-05,0.000121193,0.005444977,0.058091606,0.002486637,0.00205148,0.000292891,0.000260614,0.000109367,0.000119859,0.000376294,2.41e-05,1.81e-05,6.16e-05,9.6e-06,5.42e-05,6.22e-05,3.05e-05,2.31e-06,0.005459114,0.000111857,4.49e-05,8.98e-06,4e-06,3.56e-06,2.76e-06,0.00012964,0.000179256,5.18e-05,1.74e-05,1.51e-06,1.24e-05,1.51e-06,1.78e-06,4.62e-06,3.56e-07
"SRR5468956","free-living","groundwater","Geyser",0.215677273,0.162624834,0.177876127,0.071369466,0,0.152348381,0.019377716,0.020518398,0.003892719,3.01e-05,1.11e-05,0.002161747,0.002716333,0.000229472,7.08e-05,5.09e-05,7.18e-05,0.000175443,0.000307732,0.000128008,0.000544996,0.000319035,0.000205754,0.000366042,5.4e-05,2.5e-05,0.00070948,4.98e-05,0.000250022,7.93e-05,0.000100865,0.000142564,3.11e-05,1.64e-05,4.74e-05,5e-05,5.19e-05,8.56e-05,2.98e-05,7.71e-05,3.61e-05,1.52e-05,4.2e-05,2.24e-05,1.4e-05,7.59e-05,1.54e-06,6.63e-05,4.27e-05,4.33e-05,8.24e-05,2.83e-05,4.02e-06,3.42e-07,0.000238206,5.36e-05,0.000238377,0.000258927,0.000202415,0.0001763,6.9e-05,7.36e-05,3.94e-05,3.75e-05,4.32e-05,2.79e-05,1.46e-05,2e-05,9.08e-06,3.54e-05,0.001696209,5.99e-05,0.005941014,0.000104461,0.000380427,0.000159346,3.21e-05,0.000221766,5.17e-05,0.000348061,6.34e-06,0.00019351,0.000306962,9.76e-06,0.001680626,0.000515285,1.46e-05,0.000439079,2.68e-05,4.97e-06,3.79e-05,0.000159774,7.03e-05,1.93e-05,4.66e-05,2e-05,0.000132375,6.1e-05,1.09e-05,1.59e-05,3.19e-05,3.08e-06,0.032395717,0.001225535,0.00048857,0.000109256,0.000393956,0.009482847,0.000151554,0.000145818,0.000395839,0.000248909,0.000102406,9.06e-05,0.032055362,0.021642725,0.001254818,0.001286842,0.000113366,0.000131433,0.003905649,0.05547701,0.002819167,0.002191629,0.000314154,0.000304564,0.000119103,0.000125525,0.000400463,2.55e-05,2.27e-05,6.28e-05,7.11e-06,5.38e-05,7.92e-05,3.54e-05,3.77e-06,0.005651777,0.000144105,5.47e-05,1.18e-05,4.11e-06,4.02e-06,1.71e-06,0.00012895,8.8e-05,4.97e-05,1.55e-05,1.97e-06,1.37e-05,1.37e-06,6.85e-07,5.65e-06,7.71e-07
"SRR5468957","free-living","groundwater","Geyser",0.378952702,0.14150762,0.086165344,0.065009814,0,0.125356828,0.016332865,0.018225403,0.0038208,3.16e-05,1.2e-05,0.001889272,0.002382463,0.000239042,7.78e-05,5.55e-05,9.17e-05,0.000168616,0.000305795,0.000178618,0.000855123,0.000322125,0.000228836,0.000733254,6.39e-05,2.49e-05,0.000828789,6.82e-05,0.000366627,8.86e-05,0.000100843,0.000172494,3.47e-05,1.47e-05,5.06e-05,5.29e-05,4.57e-05,9.04e-05,3.33e-05,8.98e-05,5.55e-05,1.86e-05,4.16e-05,2.88e-05,1.78e-05,9.17e-05,2.04e-06,0.000128197,4.94e-05,5.12e-05,0.000104517,2.74e-05,4.29e-06,1.22e-06,0.000203115,6.23e-05,0.000153306,0.000237818,0.000160859,0.000146569,6.78e-05,6.37e-05,4.41e-05,3.45e-05,4.49e-05,2.57e-05,1.76e-05,1.84e-05,5.1e-06,3.45e-05,0.00146018,6.47e-05,0.005600656,9.82e-05,0.000353766,0.00015351,2.59e-05,0.00021373,5.27e-05,0.000323554,6.33e-06,0.000164941,0.000277012,1.06e-05,0.001150302,0.000505235,1.88e-05,0.000408066,3.37e-05,4.7e-06,3.57e-05,0.000150652,5.98e-05,1.94e-05,4.45e-05,2.78e-05,0.0001086,5.86e-05,1.1e-05,1.14e-05,2.82e-05,3.67e-06,0.036816412,0.001859877,0.000489516,0.00012983,0.000452364,0.00953618,0.00016045,0.000146773,0.000370914,0.000232306,8.92e-05,7.88e-05,0.026629653,0.020769541,0.001192967,0.001229711,0.000148202,0.00012044,0.007805317,0.042642433,0.002904641,0.002130968,0.00031396,0.00028334,0.000123502,0.000132688,0.000379488,2.16e-05,2.27e-05,6.33e-05,8.98e-06,5.33e-05,6.23e-05,3.29e-05,5.1e-06,0.005062351,0.000131871,4.72e-05,9.8e-06,4.29e-06,5.92e-06,1.02e-06,0.000127993,0.000126768,4.21e-05,1.33e-05,1.02e-06,1.61e-05,1.22e-06,6.12e-07,6.53e-06,4.08e-07
"SRR5487649","free-living","groundwater","Geyser",0.167107379,0.047678415,0.061020438,0.132731972,0,0.037177886,0.003477062,0.058067139,0.002500421,2.98e-05,4.04e-06,0.025837205,7.97e-05,0.000146609,0.025276065,0.003771199,0.008191023,0.007028425,0.000923599,0.000389696,0.000832281,0.000920379,0.00648558,0.000237006,0.001462663,0.002906571,0.002020838,0.000114006,0.000100924,0.000198476,0.000200673,0.000118145,0.000119167,0.000740555,6.12e-05,0.000238335,0.000253767,7.86e-05,4.51e-05,5.68e-05,7.54e-05,6.6e-05,0.000973064,0.000503855,3.28e-05,3.13e-05,0.000429197,4.1e-05,5.51e-05,0.000556081,1.36e-05,1.04e-05,9.56e-06,4.45e-06,0.012539408,0.005901905,0.000230261,0.001425001,0.001704626,9.88e-05,0.000579587,6.13e-05,0.002123756,3.85e-05,0.001500937,4.17e-05,2.42e-05,1.34e-05,8.76e-05,0.005517932,0.000132965,0.005488702,5.91e-05,0.002483506,0.000749191,8.81e-05,0.005998639,7.41e-05,5.16e-05,0.000156471,9.3e-06,9.66e-06,1.37e-05,1.39e-05,5.31e-06,8.58e-06,2.61e-06,1.47e-05,1.17e-05,1.18e-05,5.01e-06,8.64e-06,5.11e-06,1.48e-06,4.17e-05,8.74e-06,6.85e-06,3.27e-06,9.2e-06,9.71e-05,1.84e-06,3.37e-06,0.031715808,0.008663911,5.59e-05,1.37e-05,0.001064177,8.79e-05,6.14e-05,0.0003597,0.001871113,3.46e-05,7.1e-06,3.53e-06,0.00064888,0.000698397,0.006893365,0.000188869,3.05e-05,1.28e-05,0.042287624,0.000566147,0.006738632,0.000332156,0.00011324,6.9e-06,7.57e-05,5.58e-05,4.09e-05,0.003987816,2.17e-05,2.16e-05,6.95e-06,2.15e-05,1.59e-05,0.000329601,1.43e-06,0.496456302,0.002019765,0.001269552,0.000506564,0.002947861,7.92e-06,1.94e-06,3.16e-05,0.000100107,0.001281408,7.67e-07,3.58e-07,7.51e-06,9.2e-07,4.34e-06,7.67e-07,0
"SRR5487652","free-living","groundwater","Geyser",0.181060017,0.008580933,0.220214458,0.014892439,0.132029021,0.003231192,0.003657734,0.003493174,0.000626537,4.06e-05,6.28e-06,0.000672885,3.34e-05,0.000203633,0.03108587,0.00470552,0.010855085,0.006798401,0.012768901,0.000629088,0.002923428,0.011640464,0.004934005,0.000676996,0.002755277,0.003109059,0.012927933,0.001056149,0.00425734,0.000284802,0.000430227,0.000541587,0.000168765,0.001048968,0.000210342,0.00205891,0.000479033,0.000127944,0.000122936,0.000531665,0.001178565,0.000256265,0.001734468,0.000815239,5.47e-05,0.000144527,0.000467505,8.53e-05,0.0010999,0.00140001,3.23e-05,8.73e-05,2.12e-05,6.71e-06,0.028355255,0.006902249,0.004567939,0.002753009,0.001621407,0.000197821,0.011632338,0.000152465,0.003086617,6.35e-05,0.004927863,6.2e-05,4.06e-05,2.32e-05,0.000379484,0.000441377,5.91e-05,0.00661688,3.12e-05,0.005829233,0.01708048,5.42e-05,0.000563651,0.000986744,3.95e-05,0.001604351,1.53e-05,4.72e-06,1.26e-05,2.19e-05,1.98e-06,5.01e-06,1.46e-06,5.81e-06,1.15e-05,1.61e-05,3.69e-06,1.24e-05,1.7e-06,1.13e-06,2.27e-06,9.4e-06,4.82e-06,4.96e-06,9.45e-06,0.000134275,6.14e-07,4.68e-06,0.115028633,0.012451687,0.000105643,1.78e-05,0.003185457,8.01e-05,4.8e-05,0.000868061,9.56e-05,2.37e-05,3.26e-06,1.09e-06,0.000667688,0.000920505,0.009522637,8.41e-05,0.000119817,5.15e-06,0.006099436,0.000270298,0.031371995,0.00037509,0.001670307,5.58e-06,0.000115896,6.66e-05,3.33e-05,0.000239446,2.34e-05,3.26e-05,7.51e-06,2.83e-05,1.32e-05,1.12e-05,7.56e-07,0.002573614,0.006076096,0.001991584,0.001123003,0.003853665,2.55e-05,6.05e-06,4.26e-05,0.008699697,0.000382933,5.2e-07,3.31e-07,1.41e-05,1.09e-06,1.28e-06,9.92e-07,9.45e-08
