"samples","level_1","level_2","category","Betaproteobacteria","Alphaproteobacteria","Gammaproteobacteria","Deltaproteobacteria","Other.Proteobacteria","Actinobacteria","Firmicutes","Chloroflexi","Cyanobacteria","Candidatus.Melainabacteria","Candidatus.Margulisbacteria","Armatimonadetes","Deinococcus.Thermus","Tenericutes","Candidatus.Nealsonbacteria","Candidatus.Portnoybacteria","Candidatus.Wolfebacteria","Candidatus.Falkowbacteria","Candidatus.Magasanikbacteria","Candidatus.Staskawiczbacteria","Candidatus.Nomurabacteria","Candidatus.Uhrbacteria","Candidatus.Moranbacteria","Candidatus.Yanofskybacteria","Candidatus.Jorgensenbacteria","Candidatus.Kuenenbacteria","Candidatus.Kaiserbacteria","Candidatus.Harrisonbacteria","Candidatus.Zambryskibacteria","Candidatus.Giovannonibacteria","Candidatus.Buchananbacteria","Candidatus.Taylorbacteria","Candidatus.Wildermuthbacteria","Candidatus.Tagabacteria","Candidatus.Ryanbacteria","Candidatus.Komeilibacteria","Candidatus.Azambacteria","Candidatus.Sungbacteria","Candidatus.Terrybacteria","Candidatus.Liptonbacteria","Candidatus.Campbellbacteria","Candidatus.Niyogibacteria","Candidatus.Kerfeldbacteria","Candidatus.Colwellbacteria","Candidatus.Spechtbacteria","Candidatus.Lloydbacteria","Candidatus.Brennerbacteria","Candidatus.Parcubacteria","Candidatus.Vogelbacteria","Candidatus.Yonathbacteria","Candidatus.Adlerbacteria","Candidatus.Andersenbacteria","Candidatus.Jacksonbacteria","Candidatus.Veblenbacteria","Candidatus.Roizmanbacteria","Candidatus.Shapirobacteria","Candidatus.Levybacteria","Candidatus.Woesebacteria","Candidatus.Gottesmanbacteria","Candidatus.Daviesbacteria","Candidatus.Pacebacteria","Candidatus.Curtissbacteria","Candidatus.Beckwithbacteria","Candidatus.Amesbacteria","Candidatus.Collierbacteria","Candidatus.Woykebacteria","Candidatus.Blackburnbacteria","Candidatus.Chisholmbacteria","Candidatus.Gracilibacteria","Candidatus.Atribacteria","Candidatus.Aminicenantes","Candidatus.Berkelbacteria","Candidatus.Rokubacteria","candidate.division.WWE3","Candidatus.Peregrinibacteria","candidate.division.WOR.3","Candidatus.Desantisbacteria","Candidatus.Doudnabacteria","Candidatus.Schekmanbacteria","Candidatus.Saccharibacteria","candidate.division.CPR1","Candidatus.Bipolaricaulota","Candidatus.Poribacteria","candidate.division.CPR2","Candidatus.Eisenbacteria","candidate.division.NC10","Candidatus.Edwardsbacteria","Candidatus.Handelsmanbacteria","Candidatus.Firestonebacteria","candidate.division.CPR3","Candidatus.Raymondbacteria","Candidatus.Lindowbacteria","Candidatus.Coatesbacteria","Candidatus.Fraserbacteria","Candidatus.Riflebacteria","Candidatus.Fischerbacteria","Candidatus.Glassbacteria","Candidatus.Dadabacteria","Candidatus.Abawacabacteria","Candidatus.Wirthbacteria","Candidatus.Wallbacteria","Candidatus.Delongbacteria","Bacteroidetes","Ignavibacteriae","Chlorobi","Balneolaeota","Candidatus.Marinimicrobia","Gemmatimonadetes","Candidatus.Cloacimonetes","candidate.division.Zixibacteria","Candidatus.Hydrogenedentes","Fibrobacteres","Candidatus.Latescibacteria","Candidatus.Fermentibacteria","Planctomycetes","Verrucomicrobia","Candidatus.Omnitrophica","Lentisphaerae","Chlamydiae","Kiritimatiellaeota","Nitrospirae","Acidobacteria","Elusimicrobia","Spirochaetes","Nitrospinae","Candidatus.Tectomicrobia","Fusobacteria","Thermotogae","Synergistetes","Caldiserica","Thermodesulfobacteria","Deferribacteres","Dictyoglomi","Aquificae","Calditrichaeota","Chrysiogenetes","Coprothermobacterota","Euryarchaeota","Candidatus.Woesearchaeota","Candidatus.Micrarchaeota","Candidatus.Diapherotrites","Candidatus.Aenigmarchaeota","Nanoarchaeota","Candidatus.Parvarchaeota","Crenarchaeota","Thaumarchaeota","Candidatus.Bathyarchaeota","Candidatus.Verstraetearchaeota","Candidatus.Korarchaeota","Candidatus.Heimdallarchaeota","Candidatus.Thorarchaeota","Candidatus.Odinarchaeota","Candidatus.Lokiarchaeota","Rhodothermaeota"
"SRR3989312","free-living","groundwater","Porous Contaminated",0.03885098,0.043504883,0.112182765,0.008045427,0.092671385,0.016348434,0.043413325,0.002856886,0.002566951,0.000494595,4e-05,0.000130523,0.000208489,0.001518939,0.006446789,0.000747635,0.002904919,0.00387044,0.009829248,0.01718587,0.021622258,0.003077905,0.016044229,0.021576662,0.003027088,0.000349802,0.007758632,0.002348717,0.011051639,0.008768706,0.002086279,0.003290571,0.001768847,0.00139677,0.002179211,0.001566971,0.009239632,0.000987798,0.001485525,0.002929283,0.000640085,0.00043264,0.000238422,0.000471623,0.000165677,0.000447607,0.001287826,0.000153495,0.002679723,0.000244339,0.001472647,9.15e-05,5.39e-05,0.000737542,0.027580717,0.011703906,0.018107884,0.120241916,0.013266004,0.012140026,0.016581635,0.011059296,0.0056191,0.01461509,0.008083373,0.000712133,0.002029893,0.000528357,2.26e-05,0.000146186,0.00014723,0.002929979,0.000254085,0.074680358,0.014938438,9.99e-05,1.57e-05,0.001050101,0.000222759,0.000465358,0.000198047,1.43e-05,9.54e-05,0.000150362,2.33e-05,6.02e-05,2.65e-05,2.47e-05,0.003025348,0.000140965,0.000169158,1.71e-05,6.96e-06,9.75e-06,1.81e-05,2.96e-05,2.85e-05,2.75e-05,1.36e-05,6.96e-06,5.15e-05,1.67e-05,0.019122482,0.001551657,8.95e-05,9.15e-05,0.0010682,0.000454568,0.000136788,8.14e-05,4.7e-05,7.55e-05,8.7e-06,9.05e-06,0.002474367,0.00157985,0.001050449,0.000459789,0.000268007,2.33e-05,0.002882991,0.00068046,0.011909958,0.0429062,0.003310062,4.91e-05,0.000763646,0.000283322,9.75e-05,5.39e-05,7.9e-05,0.000396094,2.96e-05,0.000123562,2.44e-05,3.13e-06,5.22e-06,0.004245999,0.003743398,0.000218234,0.000379039,0.000260698,0.000948467,3.34e-05,0.00039853,0.000442386,0.000109291,1.04e-06,6.96e-07,0.00011312,2.78e-06,1.57e-05,8.35e-06,0
"SRR3989313","free-living","groundwater","Porous Contaminated",0.047394888,0.037240862,0.05257638,0.236494855,0,0.011130099,0.024600049,0.018118586,0.003375346,0.015594935,0.000763863,0.000433059,0.000303622,0.010746966,0.000772554,0.000489272,0.000505544,0.008871979,0.006564858,0.003614435,0.003587623,0.006348883,0.01511121,0.001774951,0.000411979,0.000706356,0.001259976,0.000325257,0.000908832,0.001360567,0.000980577,0.000737051,0.000240198,0.000161241,0.000335427,0.000691378,0.000657355,0.000219303,0.001563414,0.000446742,0.00022485,8.03e-05,0.002772355,9.13e-05,0.000285871,0.00050203,0.000126478,5.58e-05,0.000146264,6.32e-05,0.000119822,9.1e-05,0.00052422,0.000183246,0.006008279,0.000751844,0.001936007,0.004478334,0.002372579,0.003359074,0.000474664,0.002149763,0.001102988,0.000994446,0.000866118,8.67e-05,0.000469486,9.62e-05,5.64e-05,0.000128882,0.000651808,0.00135465,0.001634789,0.005624036,0.016627472,0.00012278,6.66e-05,0.000248704,0.000864454,0.000252772,0.00013332,3.38e-05,7.3e-05,4.7e-05,6.32e-05,0.000212462,0.01651782,7.56e-05,0.004692645,0.001080429,0.046938095,4.92e-05,1.57e-05,9.06e-06,0.000172336,3.31e-05,0.000285871,4.11e-05,2.44e-05,1.02e-05,9.63e-05,0.002439887,0.158637014,0.070275209,0.000200073,9.45e-05,0.001339673,0.000511276,0.000212092,0.000198778,9.97e-05,8.56e-05,2.74e-05,2.96e-05,0.100557356,0.00304972,0.026556396,0.056625896,0.00029826,5.94e-05,0.008006601,0.003095762,0.061615876,0.009360141,0.00632466,4.84e-05,0.000845038,0.000266825,0.000151626,0.000109097,5.99e-05,0.00016346,2.57e-05,0.00010355,5.73e-05,1.22e-05,2.4e-06,0.004078374,0.001154393,6.79e-05,0.000100036,9.45e-05,9.86e-05,1.29e-05,0.000334317,0.000434723,8.41e-05,4.81e-06,1.48e-06,0.000125369,1.24e-05,2.2e-05,6.29e-06,0
"SRR3989315","free-living","groundwater","Porous Contaminated",0.115537883,0.024917174,0.052817896,0.159973244,0,0.013891751,0.021146153,0.045356154,0.003399576,0.001502748,0.000639887,0.000563777,0.000436364,0.009544465,0.000363354,0.000224383,0.001199436,0.062639588,0.034768419,0.012113316,0.001659196,0.010900349,0.016480334,0.000593657,0.000336857,0.000361381,0.000618745,0.000123185,0.000430726,0.000451304,0.000369274,0.000851022,8.96e-05,5.38e-05,0.000107963,0.000452149,0.000216772,0.000105144,0.000199577,0.000221846,0.000748132,3.78e-05,0.002063706,0.000140662,0.000171106,0.011793372,0.000217054,7.13e-05,0.000303594,0.001774207,0.000104581,4.31e-05,0.000352924,0.000123749,0.00488682,0.000510218,0.000642706,0.00196871,0.001493446,0.000962649,0.000224101,0.00359718,0.000390134,0.000654545,0.000447639,8.68e-05,0.000104581,4e-05,0.000130514,0.000117829,0.000793516,0.00168062,0.000686681,0.002854122,0.005500774,0.000143199,8.43e-05,0.000145736,0.000288936,0.000276533,4.82e-05,5.44e-05,9.27e-05,4.93e-05,9.95e-05,0.000116702,0.020257359,9.39e-05,0.013542209,0.001027484,0.022705279,3.02e-05,2.51e-05,9.87e-06,0.000204651,3.13e-05,0.000608597,3.35e-05,2.42e-05,1.16e-05,5.13e-05,0.006057504,0.126909337,0.072396315,0.00024778,8.96e-05,0.001153206,0.000582382,0.000191684,0.000189993,0.000151374,9.08e-05,3.58e-05,4.31e-05,0.023711903,0.003059337,0.011213809,0.056412951,0.000237632,6e-05,0.004826778,0.003690485,0.019661164,0.008842845,0.001057082,5.13e-05,0.000721071,0.000242424,0.000195913,7.19e-05,4.59e-05,0.000153911,2.09e-05,8.65e-05,7.92e-05,1.66e-05,3.66e-06,0.004084002,0.000467371,4.76e-05,4.88e-05,4.79e-05,4.03e-05,9.02e-06,0.000245243,0.000284144,6.77e-05,6.2e-06,2.26e-06,0.000117829,7.33e-06,1.44e-05,5.36e-06,5.64e-07
"SRR4343426","free-living","groundwater","Porous Contaminated",0.170129615,0.127171056,0.100113362,0.04748674,0,0.037502645,0.160047423,0.021729894,0.004955828,0.001239037,8.07e-05,0.001135304,0.001967252,0.005510674,0.003139214,0.0012051,0.001386313,0.001506215,0.00266457,0.00128274,0.001950923,0.00237242,0.001229592,0.001747619,0.00083579,0.000405809,0.001023406,0.001935075,0.000470802,0.001211023,0.000976022,0.000586702,0.000553084,0.000281425,0.000380035,0.000362106,0.001786359,0.001116894,0.000238843,0.000551964,0.00021403,0.00027214,0.000646412,0.000257412,0.000167606,0.000265737,5.73e-05,0.000150157,0.000183294,0.000150157,0.000105814,8.74e-05,5.52e-05,7.84e-06,0.001618272,0.000852759,0.001760745,0.005273592,0.002287897,0.002500486,0.000238523,0.000840752,0.00029247,0.00025357,0.000162644,0.000183775,0.000157201,0.001558882,2.88e-05,0.000659059,0.000978423,0.000598868,0.010707426,0.000624481,0.001997347,0.000462958,0.000325607,0.000643211,0.002507529,0.002071625,6.92e-05,0.000100372,0.000192899,6.53e-05,0.000111417,0.000868126,3.09e-05,0.000210828,0.000141833,4.08e-05,5.11e-05,0.000182814,4.1e-05,2.4e-05,5.12e-05,9.78e-05,7.72e-05,0.000751426,5.43e-05,2.26e-05,2.43e-05,3.49e-05,0.10829537,0.001914745,0.000464559,0.000148716,0.001442342,0.001725847,0.002957361,0.000570053,0.000251009,0.000432863,7.52e-05,4.21e-05,0.077761428,0.007509302,0.022855913,0.001105208,0.000306077,0.000101652,0.038817882,0.005893751,0.003351804,0.005719101,0.007115979,0.000177211,0.001119296,0.001373186,0.004936298,0.000172569,0.000391561,0.00052475,0.000104374,0.000509062,0.000187456,2.91e-05,1.55e-05,0.015528625,0.005788897,0.000423738,0.000443588,0.000226036,0.000454954,2.99e-05,0.000645132,0.002790555,0.000287668,2.72e-05,1.92e-06,8.95e-05,6.24e-06,1.5e-05,1.17e-05,3.2e-07
"SRR4343427","free-living","groundwater","Porous Contaminated",0.172167098,0.145015629,0.119317052,0.048838439,0,0.043293254,0.106699196,0.012666693,0.005007572,0.001226978,7.2e-05,0.001143713,0.004179232,0.005491201,0.003060542,0.00118211,0.001346052,0.001367623,0.002231771,0.001261924,0.001531565,0.002326254,0.001209721,0.001676525,0.000829634,0.000410718,0.000984948,0.001929772,0.000468098,0.001178227,0.000927136,0.000580269,0.000537558,0.00027827,0.000408993,0.000358947,0.00183831,0.001080293,0.00023901,0.000525046,0.000200182,0.000279133,0.0006109,0.000256268,0.000144959,0.000274387,4.88e-05,0.000149274,0.000174728,0.000130722,0.000104837,7.98e-05,5.48e-05,6.04e-06,0.001531565,0.000855088,0.001696802,0.001429749,0.001836153,0.00240995,0.000241168,0.000793825,0.000305882,0.000253248,0.000166099,0.000173434,0.000158334,0.001795167,3.06e-05,0.000412876,0.001044484,0.000589329,0.013112356,0.000636786,0.002058338,0.000464215,0.000319687,0.000619529,0.002480273,0.000569052,7.59e-05,0.00010872,0.000197594,5.65e-05,0.000127702,0.001038876,3.93e-05,0.000235559,0.000129859,3.97e-05,5.48e-05,0.000201908,4.44e-05,1.94e-05,5.09e-05,8.84e-05,7.55e-05,0.000782177,5.82e-05,2.29e-05,3.24e-05,3.19e-05,0.118466795,0.00183529,0.000490964,0.000166962,0.001438809,0.001267964,0.002804275,0.000547049,0.000273525,0.000196731,8.11e-05,3.93e-05,0.091898235,0.007543067,0.022745255,0.00115191,0.000324864,0.000113465,0.039714137,0.004158955,0.003487223,0.005944199,0.007098698,0.000224342,0.001084607,0.000926705,0.004769424,0.000182494,0.000363261,0.000541441,0.000112171,0.000518144,0.000193279,3.97e-05,1.29e-05,0.017948652,0.005350124,0.000431858,0.000406404,0.000229951,0.000424524,3.84e-05,0.000459038,0.001073821,0.000271367,2.72e-05,1.73e-06,9.19e-05,4.31e-06,1.73e-05,9.06e-06,4.31e-07
"SRR4343428","free-living","groundwater","Porous Contaminated",0.205765921,0.112353452,0.093994237,0.055623262,0,0.031367076,0.064785997,0.017043174,0.00591752,0.011124672,5.05e-05,0.000916239,0.001040645,0.001178302,0.002487881,0.001247744,0.001280134,0.002088652,0.006052723,0.002238087,0.006520903,0.003375901,0.002098467,0.006343986,0.001403804,0.000487565,0.006571941,0.001933328,0.002192447,0.003264991,0.001425888,0.001905355,0.004123812,0.000715275,0.001258786,0.000745211,0.001430059,0.002098467,0.000589642,0.00258824,0.000551117,0.001981177,0.000656384,0.000480203,0.000416405,0.001976514,7.7e-05,0.000239488,0.000555289,0.00053026,0.000779318,0.00018207,0.000102077,2.11e-05,0.006916696,0.001328718,0.014828152,0.006303498,0.005183351,0.036989407,0.00066031,0.002554378,0.000794532,0.000567312,0.000715275,0.000583998,0.00181113,0.000320708,4.59e-05,0.000409289,0.000636754,0.000832565,0.009558674,0.001478889,0.00350816,0.000258873,9.96e-05,0.001662186,0.000691228,0.001896276,0.00018526,0.000110174,0.000184278,0.000127842,0.000116063,0.001940199,1.72e-05,0.001061502,0.000104776,6.7e-05,3.63e-05,0.000189186,3.53e-05,2.43e-05,4.69e-05,3.68e-05,8.49e-05,0.000984454,6.45e-05,2.63e-05,2.06e-05,2.01e-05,0.035567936,0.002008904,0.000355797,0.000149435,0.001508825,0.002033687,0.000537867,0.000347454,0.000158268,0.000314819,6.33e-05,3.78e-05,0.299929626,0.012183476,0.010209415,0.000765332,0.001122601,7.93e-05,0.01020328,0.007808643,0.003420805,0.002843433,0.001362826,0.000536149,0.000720182,0.000747174,0.000864464,0.000109193,0.000114346,0.000225993,8.27e-05,0.000253966,9.99e-05,3.14e-05,9.32e-06,0.007435669,0.010297015,0.000441679,0.000342056,0.000204154,0.000353589,3.75e-05,0.000602892,0.010168191,0.000186487,1.91e-05,4.42e-06,0.000103795,5.4e-06,1.86e-05,2.06e-05,9.82e-07
"SRR4343429","free-living","groundwater","Porous Contaminated",0.11973209,0.154447538,0.108059777,0.076468571,0,0.035886339,0.031614355,0.013831629,0.00618196,0.012284395,6e-05,0.001099387,0.001346331,0.001153798,0.00267871,0.001238903,0.001342145,0.002022984,0.005985242,0.002267137,0.006511218,0.003652532,0.002149944,0.006329847,0.001530492,0.000493887,0.00704696,0.002021589,0.002175056,0.003545105,0.001446782,0.001971363,0.004210597,0.000770129,0.00133796,0.000838492,0.001478871,0.002176452,0.000641774,0.002903331,0.000532952,0.002141573,0.000668282,0.000519,0.000449242,0.002042516,8.09e-05,0.000224621,0.000590153,0.000604105,0.000845468,0.000171605,0.000121379,1.53e-05,0.006498661,0.001206815,0.013473073,0.004126887,0.004644492,0.034322363,0.000634798,0.002420605,0.000715718,0.000563645,0.000701766,0.000585968,0.001780226,0.000329258,4.46e-05,0.000279032,0.00073525,0.00090825,0.014910089,0.001396556,0.00367904,0.000283218,0.000104637,0.001848589,0.000749202,0.001114734,0.000192532,0.000161839,0.000178581,0.000143702,0.000122774,0.002847524,2.93e-05,0.001579323,9.91e-05,6.98e-05,2.79e-05,0.000237177,4.19e-05,3.63e-05,5.58e-05,4.19e-05,0.000104637,0.001201234,4.6e-05,2.79e-05,2.51e-05,2.23e-05,0.031586452,0.002096927,0.000351581,0.000157653,0.001423065,0.002120645,0.00038646,0.000372508,0.000154863,0.000186952,6.84e-05,6e-05,0.348611745,0.01570254,0.012649928,0.000855234,0.001346331,8.51e-05,0.013782798,0.008548153,0.004032016,0.002966113,0.001350516,0.000743621,0.000616661,0.000499468,0.000682234,0.000100452,0.000135331,0.000245548,9.21e-05,0.000253919,9.77e-05,3.91e-05,8.37e-06,0.007429234,0.009448032,0.000393435,0.000334839,0.00017579,0.000354371,4.05e-05,0.000456218,0.008495137,0.000193927,2.51e-05,4.19e-06,9.91e-05,5.58e-06,2.37e-05,2.51e-05,0
"SRR4343430","free-living","groundwater","Porous Contaminated",0.109043991,0.141336256,0.105031627,0.070717366,0,0.032854001,0.035216303,0.014148336,0.006850911,0.012548662,5.77e-05,0.00106265,0.001211824,0.001318759,0.002853066,0.001451507,0.001484358,0.002398171,0.006767441,0.002589582,0.007360447,0.003909347,0.002441749,0.00739531,0.00162314,0.000571552,0.007652759,0.002236259,0.00255606,0.00376185,0.001657332,0.002224526,0.004782933,0.000829001,0.001458211,0.000859842,0.001654986,0.002456834,0.000680163,0.002965029,0.000645636,0.002280843,0.000766315,0.000554455,0.000484059,0.002315706,8.92e-05,0.00028058,0.000650329,0.000604739,0.00090342,0.000216888,0.000117327,2.65e-05,0.0080862,0.001566488,0.01742445,0.005068541,0.005868043,0.043258924,0.000779389,0.002991847,0.000932585,0.000658709,0.000836041,0.000674129,0.002105858,0.000373101,5.36e-05,0.000321477,0.000739162,0.000952698,0.011060616,0.001739797,0.004107127,0.000297006,0.000114646,0.001920816,0.000785423,0.001219869,0.000219235,0.000126043,0.000216888,0.000146492,0.000138111,0.00222285,1.68e-05,0.001207131,0.000122356,7.78e-05,4.29e-05,0.000223592,4.12e-05,2.68e-05,5.4e-05,4.22e-05,9.89e-05,0.001123996,7.98e-05,3.18e-05,2.31e-05,2.15e-05,0.03482443,0.002262406,0.000422378,0.000168281,0.001747842,0.001975457,0.000412657,0.000396231,0.000186718,0.000226945,7.48e-05,4.26e-05,0.336531341,0.013744059,0.011642894,0.000886324,0.001255067,9.25e-05,0.011439415,0.007741593,0.003952926,0.00318527,0.001580902,0.000628204,0.000820956,0.000568535,0.000750225,0.000126714,0.000127049,0.000256109,9.29e-05,0.000296,0.000117327,3.52e-05,1.17e-05,0.008483772,0.012119243,0.000527638,0.000400254,0.000240689,0.000405953,4.32e-05,0.000558813,0.010474649,0.000216553,2.21e-05,5.03e-06,0.000120009,5.7e-06,2.01e-05,2.35e-05,1.34e-06
"SRR4343431","free-living","groundwater","Porous Contaminated",0.149269001,0.193656975,0.096234448,0.07194482,0,0.057914907,0.035292507,0.016404661,0.004809948,0.007723291,1.96e-05,0.001564211,0.002092132,0.0011145,0.001661974,0.00103629,0.000801658,0.00140779,0.003871422,0.001329579,0.004868606,0.002972001,0.00140779,0.00430158,0.001134053,0.000351947,0.007156265,0.001486,0.0018575,0.002737369,0.001192711,0.001681527,0.00326529,0.000527921,0.000977632,0.00066479,0.000938527,0.001994369,0.000332395,0.002717816,0.000332395,0.001368684,0.000410605,0.000410605,0.000449711,0.001505553,7.82e-05,0.000215079,0.000449711,0.000508369,0.000723448,7.82e-05,5.87e-05,1.96e-05,0.003871422,0.000743,0.007899265,0.002561395,0.003343501,0.019474425,0.000488816,0.001661974,0.000449711,0.000273737,0.000488816,0.000351947,0.001427342,0.00029329,7.82e-05,9.78e-05,0.000801658,0.000782105,0.02960269,0.000762553,0.003245738,0.000215079,0.000156421,0.001349132,0.000684342,0.000801658,0.000175974,0.000175974,0.000195526,3.91e-05,0.000175974,0.004399343,0,0.002326764,0,3.91e-05,1.96e-05,0.0003715,1.96e-05,5.87e-05,1.96e-05,0,9.78e-05,0.001270921,3.91e-05,0,1.96e-05,0,0.034764586,0.001486,0.000312842,0.000136868,0.001290474,0.003226185,0.000449711,0.000195526,0.000156421,0.000195526,0.000117316,3.91e-05,0.254946817,0.022270452,0.012728766,0.000860316,0.001173158,9.78e-05,0.017225872,0.012513687,0.005142343,0.00289379,0.001310027,0.001212263,0.000449711,0.000410605,0.001622869,3.91e-05,0.000195526,0.000195526,1.96e-05,9.78e-05,7.82e-05,3.91e-05,0,0.008485844,0.006237291,0.000273737,0.000195526,0.000156421,0.000273737,0,0.000430158,0.005083685,0.000156421,0,0,0.000117316,0,1.96e-05,1.96e-05,0
"SRR4343433","free-living","groundwater","Porous Contaminated",0.127024179,0.129103303,0.107208994,0.066113292,0,0.071140429,0.061381276,0.020034433,0.007976228,0.002331427,5.75e-05,0.001379525,0.001343424,0.001520435,0.001359261,0.000871548,0.000941654,0.001438218,0.003422376,0.001347849,0.002995686,0.00329381,0.001685102,0.006115978,0.000884591,0.000429253,0.004015132,0.000911842,0.00149598,0.004050068,0.001095841,0.001218118,0.000788167,0.000280656,0.00094375,0.000426924,0.002086639,0.001969951,0.000448817,0.000685453,0.000317456,0.000422033,0.000437172,0.000262256,0.00025294,0.00063631,8.38e-05,0.000194014,0.000285082,0.00022895,0.000380342,0.000130895,0.000412949,6.06e-06,0.004699188,0.001045998,0.010800026,0.004756716,0.004149754,0.017135405,0.000482123,0.004691968,0.000545242,0.000520088,0.000541515,0.000480726,0.000804703,0.000332362,4.52e-05,0.000425759,0.000847559,0.000616046,0.006545929,0.001152438,0.004953292,0.000288575,0.000148364,0.001174331,0.000759286,0.001786884,0.000101083,0.000119483,0.000296028,7.78e-05,0.000140445,0.001634794,2.28e-05,0.001698145,9.64e-05,5.64e-05,4.24e-05,0.000172819,5.15e-05,2.7e-05,5.43e-05,6.78e-05,8.76e-05,0.00178735,5.22e-05,4.12e-05,2.47e-05,1.35e-05,0.058361135,0.002303478,0.000447187,0.000152323,0.00173052,0.002388024,0.000719691,0.000870617,0.000221497,0.000376615,9.88e-05,5.73e-05,0.273615654,0.020595513,0.011212975,0.000920459,0.000471176,0.000110632,0.012220776,0.011493865,0.008887138,0.003655985,0.002034933,0.000712704,0.000756957,0.000664957,0.001021542,0.000102946,0.000154652,0.000311866,6.29e-05,0.000301385,0.000112495,6.75e-05,1e-05,0.007625699,0.007453579,0.000346803,0.000258297,0.000131594,0.00029533,2.89e-05,0.000588097,0.012989844,0.000192849,1.63e-05,3.26e-06,0.000160009,8.62e-06,1.79e-05,1.65e-05,4.66e-07
"SRR4343434","free-living","groundwater","Porous Contaminated",0.132489524,0.173401299,0.119817991,0.080107132,0,0.045570207,0.035280109,0.018054823,0.00773116,0.001997922,4.32e-05,0.00168305,0.001822105,0.001141213,0.00129785,0.000802366,0.000834332,0.001248302,0.003091185,0.001208343,0.002563734,0.003102374,0.001518421,0.00542316,0.000829537,0.000386798,0.003821626,0.000917446,0.001390554,0.004147686,0.000987773,0.001203548,0.000786382,0.000250939,0.000880684,0.000413969,0.002061856,0.001858867,0.000426756,0.000661712,0.000228562,0.000423559,0.000350036,0.000236554,0.000234956,0.000569008,6.07e-05,0.000169424,0.000247742,0.000231759,0.000361224,0.000102294,0.000409174,3.2e-06,0.004078958,0.000903061,0.00922081,0.00290418,0.003545113,0.01444258,0.000434748,0.004114121,0.000495485,0.000445936,0.00051946,0.000421961,0.000660113,0.000314873,2.72e-05,0.000260529,0.001000559,0.000594582,0.011044514,0.00109646,0.004889315,0.000290897,0.000147047,0.001099656,0.000773595,0.001062895,8.15e-05,0.000164629,0.000334053,8.47e-05,0.000194997,0.00256693,1.92e-05,0.002542955,8.15e-05,5.91e-05,4.48e-05,0.000234956,5.43e-05,2.4e-05,4.95e-05,5.11e-05,0.000121474,0.00193239,5.75e-05,4e-05,2.88e-05,9.59e-06,0.051845281,0.002109806,0.00056741,0.00016303,0.001537601,0.00290418,0.000445936,0.000813554,0.000262127,0.000300487,0.000108687,6.39e-05,0.286580356,0.028424838,0.012061057,0.000984576,0.000426756,0.000126269,0.015161832,0.014113322,0.009454168,0.00353872,0.001991529,0.001155598,0.000637737,0.000428355,0.000696875,9.27e-05,0.000167825,0.000289299,5.27e-05,0.000263726,0.000107089,6.55e-05,1.12e-05,0.007387517,0.00602893,0.000284504,0.000180612,0.000103892,0.000236554,3.04e-05,0.000503476,0.011183569,0.000223767,1.12e-05,4.8e-06,0.000151842,7.99e-06,1.6e-05,2.24e-05,1.6e-06
"SRR4343440","free-living","groundwater","Porous Contaminated",0.205522191,0.234832284,0.089746594,0.042815292,0,0.064632169,0.073282136,0.011442568,0.003609083,0.000603486,2.37e-05,0.001455466,0.003620916,0.002603273,0.001763126,0.000804648,0.001053142,0.000946645,0.001774959,0.000828314,0.000958478,0.002070785,0.00073365,0.001301637,0.000615319,0.000260327,0.000863813,0.001195139,0.000319493,0.000840147,0.000662651,0.000473322,0.000485155,0.000236661,0.000224828,0.000141997,0.001443633,0.000650818,0.00015383,0.000378658,0.000212995,0.000118331,0.000437823,0.000177496,9.47e-05,0.00015383,7.1e-05,9.47e-05,4.73e-05,9.47e-05,9.47e-05,4.73e-05,0,1.18e-05,0.000922979,0.000615319,0.001041309,0.001064975,0.001230638,0.001396301,0.000177496,0.000485155,0.000201162,0.000236661,8.28e-05,0.000130164,7.1e-05,0.001703961,2.37e-05,0.000295826,0.001076808,0.000567987,0.020364695,0.000366825,0.001810458,0.00027216,0.000165663,0.000496988,0.001550131,0.00030766,7.1e-05,0.000165663,0.000130164,3.55e-05,0.000201162,0.001337136,2.37e-05,0.000248494,3.55e-05,2.37e-05,4.73e-05,0.000224828,5.92e-05,0,2.37e-05,7.1e-05,8.28e-05,0.000508822,2.37e-05,1.18e-05,4.73e-05,0,0.075139926,0.001053142,0.000461489,0.000118331,0.000828314,0.001727627,0.002023453,0.000461489,0.000402324,0.000141997,0.000118331,1.18e-05,0.095883279,0.009608444,0.017228934,0.001195139,0.000201162,0.000201162,0.036173662,0.004969885,0.00317126,0.004366399,0.004520229,0.000354992,0.000390491,0.000745483,0.004117905,0.000106498,0.000331326,0.000236661,1.18e-05,0.00030766,0.000106498,1.18e-05,4.73e-05,0.012259049,0.002780769,0.000224828,0.000165663,9.47e-05,0.000165663,2.37e-05,0.000248494,0.000567987,0.000165663,2.37e-05,1.18e-05,4.73e-05,0,0,0,0
